SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
3720,2113720,2024-10-18,No,9,75,E3,13.38,19.6,15.83,,15.83,46.49,18.31,-19.23,No,Yes,Male,Naukri,6.4,INFRA,Network,Service,Hyderabad,31,Declined
3721,2113721,2025-06-18,No,5,45,E1,7.79,10.76,12.33,12.93,12.93,38.13,58.28,14.59,Yes,Yes,Female,Direct,2.9,QA,Manual Testing,Consulting,Pune,30,Declined
3722,2113722,2024-03-09,Yes,18,90,E1,11.26,13.77,18.11,,18.11,22.29,60.83,31.52,No,No,Male,LinkedIn,2.0,Data,SQL,Product,Pune,25,Accepted
3723,2113723,2024-01-10,Yes,6,45,E2,7.33,6.61,8.76,9.79,9.79,-9.82,19.51,32.53,No,No,Male,Direct,3.5,QA,Manual Testing,Product,Chennai,25,Accepted
3724,2113724,2025-08-28,No,8,60,E1,6.08,8.55,7.45,7.82,7.82,40.63,22.53,-12.87,No,No,Male,Agency,0.8,Cybersecurity,IAM,Startup,Kochi,23,Declined
3725,2113725,2024-04-27,No,4,60,E2,12.53,18.99,19.35,,19.35,51.56,54.43,1.9,No,No,Female,LinkedIn,5.2,SAP,SAP ABAP,Service,Chennai,31,No Show
3726,2113726,2024-09-14,Yes,13,30,E1,10.8,13.04,16.7,17.45,17.45,20.74,54.63,28.07,No,No,Male,Naukri,1.0,Cloud,Azure,Product,Mumbai,28,Joined
3727,2113727,2024-06-30,No,5,60,E3,38.36,65.56,48.55,51.92,51.92,70.91,26.56,-25.95,No,Yes,Female,LinkedIn,10.6,Cloud,AWS,Startup,Mumbai,35,Declined
3728,2113728,2024-08-02,Yes,12,45,M1,30.57,51.7,35.44,,35.44,69.12,15.93,-31.45,No,Yes,Female,Campus,12.4,INFRA,Windows Server,Consulting,Bangalore,36,Declined
3729,2113729,2025-11-21,No,15,45,E1,8.73,12.51,13.37,,13.37,43.3,53.15,6.87,No,No,Male,LinkedIn,5.7,Data,ML,Consulting,Pune,27,Joined
3730,2113730,2024-07-11,No,9,30,E3,13.82,16.15,15.87,,15.87,16.86,14.83,-1.73,No,Yes,Female,Naukri,7.0,ERS,Embedded C,Service,Pune,31,Joined
3731,2113731,2025-02-10,No,13,45,E2,11.39,11.22,13.66,,13.66,-1.49,19.93,21.75,No,No,Male,Direct,1.6,Cloud,DevOps,Captive,Bangalore,27,Declined
3732,2113732,2024-11-11,Yes,17,90,E3,20.98,34.93,24.77,,24.77,66.49,18.06,-29.09,No,Yes,Male,Direct,7.9,QA,Performance Testing,Product,Mumbai,32,Joined
3733,2113733,2024-06-13,No,15,30,E1,3.12,3.65,4.04,4.4,4.4,16.99,29.49,10.68,No,Yes,Male,Naukri,0.8,Digital,Node.js,Service,Noida,28,Declined
3734,2113734,2024-12-20,Yes,16,45,E1,4.37,5.13,6.66,6.96,6.96,17.39,52.4,29.82,Yes,No,Male,Naukri,1.6,QA,Manual Testing,Product,Hyderabad,24,Joined
3735,2113735,2024-03-07,No,15,30,E3,15.18,14.87,26.13,,26.13,-2.04,72.13,75.72,No,No,Male,Employee Referral,7.5,Cloud,Kubernetes,Captive,Chennai,34,Joined
3736,2113736,2024-05-21,No,17,90,E1,7.69,10.13,10.48,11.66,11.66,31.73,36.28,3.46,No,No,Female,Employee Referral,2.1,Digital,Python,Consulting,Noida,28,Joined
3737,2113737,2025-11-18,No,7,60,E3,15.03,15.81,20.88,,20.88,5.19,38.92,32.07,Yes,Yes,Male,LinkedIn,6.8,QA,Manual Testing,Service,Bangalore,32,Declined
3738,2113738,2025-03-16,No,8,90,E2,11.75,18.52,16.6,,16.6,57.62,41.28,-10.37,No,No,Male,LinkedIn,3.2,Data,Power BI,Consulting,Pune,29,Declined
3739,2113739,2025-03-31,No,19,60,E2,7.9,10.96,10.85,,10.85,38.73,37.34,-1.0,No,No,Female,Naukri,4.9,ERS,Autosar,Service,Hyderabad,32,Declined
3740,2113740,2025-05-16,No,15,75,E2,7.65,9.93,10.37,11.22,11.22,29.8,35.56,4.43,No,No,Female,Direct,1.4,Cloud,AWS,Startup,Noida,26,Joined
3741,2113741,2025-04-22,No,20,60,E1,6.23,8.36,8.3,,8.3,34.19,33.23,-0.72,No,Yes,Female,Direct,5.2,ERS,Embedded C,Service,Kochi,28,Declined
3742,2113742,2025-10-28,Yes,21,45,M1,17.76,26.58,21.78,,21.78,49.66,22.64,-18.06,No,No,Female,Direct,10.1,Digital,Node.js,Captive,Kochi,33,Accepted
3743,2113743,2025-04-03,No,16,75,E3,19.58,29.11,29.27,31.85,31.85,48.67,49.49,0.55,No,Yes,Male,Agency,6.0,Cloud,DevOps,Consulting,Bangalore,27,Declined
3744,2113744,2025-09-03,No,10,45,E2,6.09,9.52,7.08,,7.08,56.32,16.26,-25.63,No,No,Male,LinkedIn,2.0,SAP,SAP MM,Service,Chennai,24,Declined
3745,2113745,2025-10-04,No,3,30,E2,6.98,10.76,9.18,,9.18,54.15,31.52,-14.68,No,Yes,Female,Direct,3.1,QA,Performance Testing,Service,Hyderabad,22,Declined
3746,2113746,2025-07-31,No,5,60,E2,7.18,11.46,8.91,,8.91,59.61,24.09,-22.25,No,No,Male,Agency,6.3,QA,Performance Testing,Product,Bangalore,32,Declined
3747,2113747,2025-06-13,No,1,90,E2,17.54,21.52,25.94,28.78,28.78,22.69,47.89,20.54,No,Yes,Male,Agency,6.6,Cybersecurity,GRC,Service,Hyderabad,34,Declined
3748,2113748,2024-06-17,Yes,11,30,E2,9.98,16.84,14.32,,14.32,68.74,43.49,-14.96,No,Yes,Male,Direct,2.7,Digital,Node.js,Startup,Kochi,25,Joined
3749,2113749,2025-01-11,No,21,60,E2,13.13,19.89,14.02,14.58,14.58,51.49,6.78,-29.51,No,Yes,Male,Naukri,5.9,SAP,SAP Basis,Captive,Mumbai,34,Joined
3750,2113750,2025-10-26,No,11,30,E3,15.57,24.61,22.37,,22.37,58.06,43.67,-9.1,No,Yes,Female,LinkedIn,9.6,ERS,IoT,Service,Pune,32,Joined
3751,2113751,2024-03-14,No,16,45,E3,22.82,27.35,23.28,25.94,25.94,19.85,2.02,-14.88,No,Yes,Female,Direct,6.8,SAP,SAP ABAP,Product,Kochi,34,Declined
3752,2113752,2025-09-21,No,7,75,M1,28.84,33.94,45.49,47.31,47.31,17.68,57.73,34.03,No,No,Male,Agency,7.9,SAP,SAP Basis,Product,Pune,35,No Show
3753,2113753,2024-11-21,No,2,30,E3,9.12,12.13,12.5,,12.5,33.0,37.06,3.05,Yes,No,Female,Campus,4.8,ERS,Embedded C,Service,Bangalore,31,Accepted
3754,2113754,2024-10-30,Yes,8,75,E1,7.08,10.23,10.49,10.83,10.83,44.49,48.16,2.54,Yes,Yes,Male,Naukri,0.8,Cloud,AWS,Service,Bangalore,26,Joined
3755,2113755,2024-04-30,Yes,16,60,E1,12.29,16.59,15.41,,15.41,34.99,25.39,-7.11,No,Yes,Male,Direct,3.3,Cybersecurity,SOC,Service,Hyderabad,28,Declined
3756,2113756,2024-06-10,Yes,5,90,E3,15.75,18.22,17.71,18.93,18.93,15.68,12.44,-2.8,No,Yes,Male,Agency,4.2,SAP,SAP ABAP,Consulting,Mumbai,31,No Show
3757,2113757,2024-01-14,No,7,60,E2,12.31,19.88,16.74,18.08,18.08,61.49,35.99,-15.79,No,Yes,Male,LinkedIn,5.2,Digital,Python,Service,Hyderabad,32,Declined
3758,2113758,2025-06-15,No,12,30,E1,5.09,5.23,7.94,8.59,8.59,2.75,55.99,51.82,No,Yes,Male,Employee Referral,1.9,ERS,IoT,Captive,Chennai,25,Joined
3759,2113759,2024-05-03,No,11,45,E1,5.16,6.64,6.9,,6.9,28.68,33.72,3.92,No,No,Female,Naukri,1.6,QA,API Testing,Startup,Pune,23,Joined
3760,2113760,2024-12-06,No,12,75,E3,20.05,31.2,26.51,29.51,29.51,55.61,32.22,-15.03,No,No,Male,Employee Referral,7.8,Cloud,Azure,Service,Mumbai,33,No Show
3761,2113761,2025-10-02,Yes,14,75,E3,28.37,36.93,38.16,40.14,40.14,30.17,34.51,3.33,No,No,Male,Direct,7.3,Digital,Python,Captive,Mumbai,29,Joined
3762,2113762,2024-09-13,No,8,45,E2,11.32,15.43,19.11,,19.11,36.31,68.82,23.85,No,Yes,Male,Employee Referral,1.8,Cybersecurity,SOC,Consulting,Pune,26,Declined
3763,2113763,2025-11-06,No,10,30,E3,12.05,15.8,18.13,,18.13,31.12,50.46,14.75,Yes,No,Male,Direct,8.9,QA,Manual Testing,Captive,Kochi,30,Joined
3764,2113764,2025-07-17,No,14,75,E3,9.73,16.17,14.77,,14.77,66.19,51.8,-8.66,Yes,No,Male,Naukri,5.9,ERS,Autosar,Service,Noida,30,Declined
3765,2113765,2024-02-16,No,10,45,E2,12.64,18.09,14.31,,14.31,43.12,13.21,-20.9,No,No,Other,Agency,5.5,SAP,SAP Basis,Service,Pune,29,Accepted
3766,2113766,2025-06-09,No,5,30,E1,6.93,8.96,7.17,7.57,7.57,29.29,3.46,-19.98,No,Yes,Male,LinkedIn,1.4,Cybersecurity,IAM,Consulting,Pune,23,Declined
3767,2113767,2025-09-12,No,1,30,E2,14.72,20.64,17.79,,17.79,40.22,20.86,-13.81,No,No,Male,LinkedIn,5.0,Cybersecurity,Penetration Testing,Service,Chennai,30,Declined
3768,2113768,2024-08-15,No,15,60,E1,3.43,5.25,5.52,5.92,5.92,53.06,60.93,5.14,No,No,Male,Naukri,0.8,INFRA,VMware,Product,Noida,29,Joined
3769,2113769,2025-08-10,No,15,45,M2,33.85,45.63,49.98,53.9,53.9,34.8,47.65,9.53,No,Yes,Male,Agency,10.5,QA,Performance Testing,Product,Pune,35,No Show
3770,2113770,2024-11-09,No,2,90,E2,16.23,24.59,24.47,,24.47,51.51,50.77,-0.49,No,Yes,Female,Direct,8.3,INFRA,Windows Server,Startup,Hyderabad,34,Joined
3771,2113771,2025-09-16,No,10,30,M1,28.71,38.6,29.28,31.38,31.38,34.45,1.99,-24.15,No,No,Male,Naukri,7.8,Data,ML,Consulting,Mumbai,32,Declined
3772,2113772,2024-08-09,No,25,90,M2,47.05,58.89,77.65,,77.65,25.16,65.04,31.86,No,No,Male,Direct,11.1,Cybersecurity,Penetration Testing,Product,Kochi,35,Joined
3773,2113773,2025-01-02,No,9,30,E2,18.83,25.55,28.07,,28.07,35.69,49.07,9.86,Yes,No,Female,Employee Referral,3.9,Cloud,AWS,Startup,Bangalore,32,Joined
3774,2113774,2024-08-18,No,10,75,E2,14.2,16.44,22.9,,22.9,15.77,61.27,39.29,No,Yes,Male,Direct,4.1,Cybersecurity,GRC,Service,Noida,27,Joined
3775,2113775,2025-11-18,No,12,90,E2,4.11,6.15,5.56,,5.56,49.64,35.28,-9.59,No,No,Male,Employee Referral,4.1,QA,Performance Testing,Service,Noida,32,Declined
3776,2113776,2025-03-28,No,10,75,E2,4.46,4.8,5.69,,5.69,7.62,27.58,18.54,No,Yes,Female,Direct,1.0,INFRA,VMware,Service,Kochi,25,Joined
3777,2113777,2024-09-10,No,10,30,E2,8.93,13.65,14.33,,14.33,52.86,60.47,4.98,Yes,Yes,Female,Naukri,5.5,QA,API Testing,Startup,Pune,29,Joined
3778,2113778,2024-01-23,No,17,75,E3,13.24,16.33,17.35,18.04,18.04,23.34,31.04,6.25,No,No,Female,Employee Referral,8.4,QA,Manual Testing,Service,Noida,35,Joined
3779,2113779,2024-04-21,No,11,45,E2,6.52,6.24,9.62,,9.62,-4.29,47.55,54.17,No,Yes,Male,Employee Referral,0.8,QA,API Testing,Startup,Noida,25,Joined
3780,2113780,2025-11-22,No,18,75,E1,5.15,6.67,6.66,7.03,7.03,29.51,29.32,-0.15,Yes,Yes,Male,Naukri,1.8,QA,Performance Testing,Service,Bangalore,27,Joined
3781,2113781,2024-11-17,No,2,60,E1,10.12,15.82,15.3,16.34,16.34,56.32,51.19,-3.29,No,Yes,Male,Direct,4.0,SAP,SAP FICO,Captive,Bangalore,29,Declined
3782,2113782,2025-04-09,Yes,9,60,E1,11.55,17.87,16.35,,16.35,54.72,41.56,-8.51,No,No,Male,LinkedIn,3.6,Cybersecurity,IAM,Service,Hyderabad,30,Accepted
3783,2113783,2025-05-11,No,15,90,E3,29.52,41.93,34.23,36.2,36.2,42.04,15.96,-18.36,No,No,Male,Naukri,6.3,Digital,React,Product,Bangalore,28,No Show
3784,2113784,2024-11-15,No,11,60,E3,16.93,24.45,17.27,18.35,18.35,44.42,2.01,-29.37,No,No,Male,Agency,13.9,QA,Manual Testing,Captive,Mumbai,42,Declined
3785,2113785,2024-05-02,No,23,60,E1,6.57,10.19,7.96,8.44,8.44,55.1,21.16,-21.88,No,Yes,Male,LinkedIn,1.0,ERS,IoT,Captive,Hyderabad,25,Joined
3786,2113786,2025-05-01,No,6,45,E2,12.8,20.61,19.66,,19.66,61.02,53.59,-4.61,No,No,Male,LinkedIn,8.8,SAP,SAP ABAP,Service,Noida,34,Declined
3787,2113787,2025-05-25,No,8,60,E3,21.16,29.03,28.33,,28.33,37.19,33.88,-2.41,No,Yes,Female,Agency,7.1,SAP,SAP ABAP,Service,Hyderabad,34,Joined
3788,2113788,2024-05-14,No,3,90,M1,24.57,30.35,33.4,35.3,35.3,23.52,35.94,10.05,No,No,Male,LinkedIn,7.7,Cloud,Kubernetes,Product,Noida,35,No Show
3789,2113789,2024-08-13,No,6,45,E2,16.39,24.56,22.11,23.26,23.26,49.85,34.9,-9.98,No,Yes,Female,Naukri,6.5,Data,Data Engineering,Product,Hyderabad,32,Declined
3790,2113790,2025-03-30,No,15,45,E2,9.84,14.05,14.14,14.48,14.48,42.78,43.7,0.64,No,No,Male,Employee Referral,4.3,Data,ML,Service,Pune,29,Joined
3791,2113791,2025-02-22,No,21,75,E2,8.57,14.98,10.35,10.92,10.92,74.8,20.77,-30.91,Yes,No,Female,Naukri,2.9,SAP,SAP Basis,Service,Chennai,28,Accepted
3792,2113792,2025-10-09,Yes,13,90,E2,10.84,14.23,14.06,,14.06,31.27,29.7,-1.19,No,No,Male,Naukri,5.6,QA,Performance Testing,Service,Bangalore,32,Joined
3793,2113793,2025-01-31,Yes,10,45,E2,7.88,13.71,11.92,12.26,12.26,73.98,51.27,-13.06,No,Yes,Male,Employee Referral,3.0,INFRA,VMware,Product,Pune,29,Joined
3794,2113794,2024-11-22,No,4,75,E2,8.66,11.37,11.49,12.71,12.71,31.29,32.68,1.06,No,Yes,Female,Naukri,3.1,Cloud,DevOps,Service,Kochi,32,Declined
3795,2113795,2024-03-20,No,1,30,M1,25.69,36.07,34.8,,34.8,40.4,35.46,-3.52,No,Yes,Male,Employee Referral,7.6,Cybersecurity,Penetration Testing,Service,Hyderabad,30,Declined
3796,2113796,2025-05-20,No,8,90,E1,9.08,11.02,9.44,,9.44,21.37,3.96,-14.34,No,No,Male,Agency,2.9,Cloud,AWS,Startup,Kochi,23,Joined
3797,2113797,2025-09-12,No,5,75,E3,15.03,21.49,22.45,23.52,23.52,42.98,49.37,4.47,No,No,Female,Employee Referral,7.9,INFRA,VMware,Captive,Bangalore,30,Declined
3798,2113798,2025-06-24,No,15,45,M1,16.29,22.99,19.42,,19.42,41.13,19.21,-15.53,No,No,Female,Campus,7.2,ERS,Autosar,Captive,Noida,33,Joined
3799,2113799,2025-04-06,No,6,90,E1,9.19,12.86,12.46,,12.46,39.93,35.58,-3.11,Yes,No,Male,Employee Referral,3.5,Cybersecurity,Penetration Testing,Service,Chennai,27,Declined
3800,2113800,2025-09-08,No,11,45,E3,13.28,20.46,19.43,,19.43,54.07,46.31,-5.03,No,Yes,Male,Naukri,10.6,INFRA,Linux Admin,Service,Noida,37,Joined
3801,2113801,2024-04-06,No,21,90,E1,2.79,3.84,3.86,,3.86,37.63,38.35,0.52,No,No,Female,Direct,2.4,QA,API Testing,Service,Kochi,23,Joined
3802,2113802,2024-09-19,No,17,75,E2,17.78,23.55,21.79,,21.79,32.45,22.55,-7.47,No,No,Female,Naukri,8.4,Digital,Python,Service,Kochi,31,Declined
3803,2113803,2024-02-21,No,12,90,E3,8.46,8.71,12.14,12.46,12.46,2.96,43.5,39.38,No,No,Male,LinkedIn,4.0,ERS,VLSI,Service,Kochi,28,Joined
3804,2113804,2024-01-06,Yes,4,30,E2,11.04,14.49,13.65,,13.65,31.25,23.64,-5.8,No,No,Female,Direct,3.8,Digital,Node.js,Captive,Bangalore,28,No Show
3805,2113805,2025-08-13,No,6,75,E2,17.56,23.05,21.29,,21.29,31.26,21.24,-7.64,No,No,Female,Direct,6.5,Digital,React,Consulting,Mumbai,30,No Show
3806,2113806,2024-08-13,Yes,13,75,E2,9.23,10.14,10.5,11.35,11.35,9.86,13.76,3.55,No,Yes,Male,Employee Referral,7.7,INFRA,Windows Server,Service,Hyderabad,32,Joined
3807,2113807,2025-03-12,No,6,90,E2,12.63,14.23,16.37,,16.37,12.67,29.61,15.04,No,No,Male,Agency,9.3,INFRA,VMware,Captive,Kochi,33,Joined
3808,2113808,2024-07-18,No,10,75,E1,6.38,11.0,6.51,,6.51,72.41,2.04,-40.82,No,No,Male,Agency,2.1,Cybersecurity,IAM,Startup,Chennai,27,Declined
3809,2113809,2024-09-02,No,3,45,E2,18.78,23.38,21.73,,21.73,24.49,15.71,-7.06,No,No,Male,LinkedIn,7.9,SAP,SAP MM,Consulting,Mumbai,31,No Show
3810,2113810,2025-10-22,No,1,90,E3,16.86,23.57,20.88,22.52,22.52,39.8,23.84,-11.41,No,Yes,Male,Direct,13.1,QA,Selenium,Captive,Pune,39,No Show
3811,2113811,2025-01-02,Yes,2,60,E3,13.72,19.24,18.5,,18.5,40.23,34.84,-3.85,No,No,Female,LinkedIn,6.3,Cloud,DevOps,Captive,Noida,33,No Show
3812,2113812,2025-07-02,No,18,75,M1,25.45,36.93,36.81,37.7,37.7,45.11,44.64,-0.32,No,Yes,Female,Employee Referral,9.7,Cloud,AWS,Captive,Hyderabad,33,Declined
3813,2113813,2025-09-30,No,3,60,E1,3.66,4.67,4.97,,4.97,27.6,35.79,6.42,No,No,Male,Naukri,0.8,QA,Selenium,Service,Kochi,29,Declined
3814,2113814,2024-04-17,No,12,30,E3,15.16,22.51,23.85,26.7,26.7,48.48,57.32,5.95,No,Yes,Female,Naukri,4.0,QA,Performance Testing,Captive,Bangalore,27,Joined
3815,2113815,2025-01-10,No,17,90,E1,7.14,9.54,9.87,,9.87,33.61,38.24,3.46,Yes,No,Male,Employee Referral,2.2,QA,API Testing,Startup,Hyderabad,27,Joined
3816,2113816,2024-12-17,No,7,30,E3,27.96,43.91,46.16,,46.16,57.05,65.09,5.12,Yes,No,Male,Employee Referral,9.3,Cloud,Azure,Captive,Hyderabad,33,Joined
3817,2113817,2024-06-24,No,10,45,E1,9.56,16.79,13.96,15.51,15.51,75.63,46.03,-16.86,No,No,Male,Naukri,4.3,Cloud,Kubernetes,Startup,Hyderabad,28,Declined
3818,2113818,2024-01-22,No,1,75,E2,10.6,15.05,15.31,16.36,16.36,41.98,44.43,1.73,No,No,Male,LinkedIn,4.7,Data,Data Engineering,Service,Chennai,30,Joined
3819,2113819,2025-08-22,Yes,8,60,E2,11.67,16.75,13.57,,13.57,43.53,16.28,-18.99,No,Yes,Male,Naukri,4.7,QA,API Testing,Startup,Bangalore,29,Joined
3820,2113820,2024-03-31,No,3,30,E3,13.51,19.69,19.52,20.79,20.79,45.74,44.49,-0.86,Yes,No,Male,Employee Referral,7.3,INFRA,Network,Captive,Hyderabad,33,Joined
3821,2113821,2024-02-14,No,10,30,E1,8.74,12.32,12.28,,12.28,40.96,40.5,-0.32,No,No,Female,LinkedIn,4.4,Data,ML,Product,Pune,29,Joined
3822,2113822,2024-01-31,No,12,75,E2,8.78,9.69,9.07,,9.07,10.36,3.3,-6.4,No,Yes,Female,Agency,5.1,QA,Manual Testing,Service,Pune,30,Declined
3823,2113823,2025-12-20,Yes,1,45,E2,14.32,16.59,22.4,23.41,23.41,15.85,56.42,35.02,Yes,No,Female,Naukri,4.6,Cybersecurity,Penetration Testing,Captive,Noida,26,Declined
3824,2113824,2024-12-10,No,8,90,E2,10.94,11.45,16.67,18.49,18.49,4.66,52.38,45.59,No,Yes,Male,Agency,8.8,Digital,Java Spring,Service,Chennai,35,Accepted
3825,2113825,2024-08-23,Yes,15,60,E1,6.63,10.5,10.43,,10.43,58.37,57.32,-0.67,Yes,No,Male,Agency,4.1,INFRA,Linux Admin,Consulting,Noida,31,Joined
3826,2113826,2025-04-02,No,12,60,E1,9.64,14.41,11.44,,11.44,49.48,18.67,-20.61,No,No,Female,LinkedIn,2.5,Cloud,DevOps,Captive,Hyderabad,33,No Show
3827,2113827,2024-12-08,No,6,60,E3,12.36,18.07,13.73,,13.73,46.2,11.08,-24.02,No,Yes,Male,Campus,6.2,QA,Manual Testing,Service,Pune,31,Declined
3828,2113828,2025-08-05,Yes,19,90,M2,41.4,35.47,53.16,,53.16,-14.32,28.41,49.87,No,No,Female,Direct,11.2,SAP,SAP MM,Product,Bangalore,33,Accepted
3829,2113829,2025-08-05,No,14,75,E2,7.73,11.78,9.86,,9.86,52.39,27.55,-16.3,No,No,Female,Employee Referral,3.9,ERS,VLSI,Service,Kochi,30,Declined
3830,2113830,2024-01-18,No,13,90,E1,8.99,11.91,11.11,11.77,11.77,32.48,23.58,-6.72,No,No,Male,Naukri,5.5,INFRA,Linux Admin,Consulting,Hyderabad,31,No Show
3831,2113831,2024-05-21,No,4,30,M1,25.19,31.63,29.48,,29.48,25.57,17.03,-6.8,No,No,Male,Campus,6.0,Cloud,Kubernetes,Service,Chennai,28,Declined
3832,2113832,2025-10-29,No,10,30,E3,17.03,20.45,18.14,20.04,20.04,20.08,6.52,-11.3,No,No,Female,Naukri,7.2,SAP,SAP MM,Service,Kochi,35,Joined
3833,2113833,2024-01-28,Yes,5,90,E3,19.64,24.22,25.58,27.92,27.92,23.32,30.24,5.62,No,Yes,Female,Employee Referral,7.0,Cloud,Azure,Startup,Bangalore,31,Declined
3834,2113834,2025-08-20,No,3,30,E2,16.92,21.25,23.34,25.76,25.76,25.59,37.94,9.84,No,No,Male,Employee Referral,5.0,Cybersecurity,GRC,Product,Noida,27,No Show
3835,2113835,2025-07-11,Yes,8,45,M1,13.98,19.16,16.13,17.51,17.51,37.05,15.38,-15.81,No,No,Male,Agency,6.8,INFRA,Network,Service,Hyderabad,32,Declined
3836,2113836,2025-05-15,Yes,12,45,E2,23.65,28.64,33.32,,33.32,21.1,40.89,16.34,No,Yes,Male,Direct,9.2,Cybersecurity,GRC,Service,Mumbai,33,Joined
3837,2113837,2024-09-12,No,12,45,E1,12.42,16.23,12.94,,12.94,30.68,4.19,-20.27,No,Yes,Female,Employee Referral,5.6,Cloud,AWS,Service,Noida,31,Declined
3838,2113838,2025-03-14,No,4,75,E2,18.09,24.37,26.68,29.33,29.33,34.72,47.48,9.48,No,No,Male,Direct,8.7,SAP,SAP MM,Consulting,Bangalore,36,No Show
3839,2113839,2024-10-19,No,2,30,M1,16.16,21.74,22.84,,22.84,34.53,41.34,5.06,Yes,No,Male,Naukri,11.0,INFRA,Windows Server,Consulting,Kochi,34,Declined
3840,2113840,2025-07-11,No,18,90,E3,12.9,16.79,15.89,16.74,16.74,30.16,23.18,-5.36,No,No,Male,Campus,7.6,Digital,Python,Service,Pune,32,Declined
3841,2113841,2024-04-25,No,26,60,E2,7.18,10.71,11.33,,11.33,49.16,57.8,5.79,No,No,Female,Naukri,3.0,QA,Manual Testing,Service,Hyderabad,28,Accepted
3842,2113842,2024-03-31,No,17,75,M1,12.92,17.98,16.04,,16.04,39.16,24.15,-10.79,No,No,Other,Agency,7.4,QA,API Testing,Captive,Noida,33,Accepted
3843,2113843,2024-04-20,No,10,45,E3,18.17,27.87,28.49,,28.49,53.38,56.8,2.22,No,Yes,Male,Naukri,3.1,Cybersecurity,SOC,Product,Bangalore,30,Joined
3844,2113844,2024-12-16,No,15,75,E2,10.53,15.73,13.44,,13.44,49.38,27.64,-14.56,No,No,Male,Naukri,3.9,ERS,IoT,Product,Kochi,28,Joined
3845,2113845,2025-09-14,No,4,30,E3,14.88,20.03,17.76,,17.76,34.61,19.35,-11.33,No,Yes,Male,Agency,7.2,Cybersecurity,GRC,Service,Chennai,28,Joined
3846,2113846,2025-04-11,No,4,75,E3,15.61,24.34,22.82,,22.82,55.93,46.19,-6.24,No,No,Male,Agency,7.4,INFRA,Windows Server,Product,Mumbai,32,Declined
3847,2113847,2025-12-27,No,19,75,E1,9.57,13.85,12.66,,12.66,44.72,32.29,-8.59,Yes,No,Male,Campus,1.7,Data,Data Engineering,Startup,Hyderabad,26,Joined
3848,2113848,2025-11-22,Yes,14,75,M1,18.71,23.99,23.39,25.5,25.5,28.22,25.01,-2.5,No,Yes,Other,LinkedIn,8.4,INFRA,Network,Service,Hyderabad,34,Declined
3849,2113849,2024-05-20,No,17,45,E2,9.7,13.37,10.49,11.03,11.03,37.84,8.14,-21.54,No,No,Male,Agency,5.6,Data,Data Engineering,Service,Noida,30,Declined
3850,2113850,2025-07-13,No,11,90,E1,7.46,10.83,10.08,11.28,11.28,45.17,35.12,-6.93,No,No,Male,Campus,0.9,INFRA,VMware,Product,Hyderabad,25,Joined
3851,2113851,2025-07-24,No,23,75,E1,7.22,7.73,9.69,,9.69,7.06,34.21,25.36,Yes,Yes,Male,Agency,1.8,Data,ML,Service,Hyderabad,28,No Show
3852,2113852,2024-09-22,No,18,30,E3,8.07,10.15,10.9,,10.9,25.77,35.07,7.39,No,No,Female,Direct,7.2,QA,API Testing,Product,Noida,32,No Show
3853,2113853,2024-03-15,No,22,75,M1,26.27,42.67,42.67,45.44,45.44,62.43,62.43,0.0,Yes,Yes,Female,Employee Referral,11.1,QA,Manual Testing,Product,Noida,38,Joined
3854,2113854,2024-07-06,No,9,90,E1,7.47,10.28,8.69,,8.69,37.62,16.33,-15.47,No,Yes,Male,Naukri,5.3,Digital,Java Spring,Consulting,Hyderabad,31,Declined
3855,2113855,2024-07-19,No,13,60,E3,9.94,15.89,11.88,,11.88,59.86,19.52,-25.24,No,Yes,Male,LinkedIn,4.2,Cloud,Azure,Service,Noida,30,Joined
3856,2113856,2024-08-06,No,10,45,E2,9.46,14.2,12.43,,12.43,50.11,31.4,-12.46,No,Yes,Male,Naukri,5.2,Data,Power BI,Consulting,Mumbai,27,Declined
3857,2113857,2025-05-20,No,12,60,E2,22.72,28.54,24.68,26.06,26.06,25.62,8.63,-13.52,No,No,Male,Campus,5.0,Cybersecurity,Penetration Testing,Consulting,Bangalore,30,Declined
3858,2113858,2025-07-26,No,6,90,E2,8.81,9.96,10.16,10.48,10.48,13.05,15.32,2.01,No,No,Male,LinkedIn,3.4,Cybersecurity,SOC,Service,Chennai,30,Declined
3859,2113859,2024-09-02,No,14,75,E2,18.61,19.03,21.31,22.25,22.25,2.26,14.51,11.98,No,No,Male,LinkedIn,8.0,ERS,Autosar,Startup,Bangalore,32,Joined
3860,2113860,2024-03-15,No,9,45,E2,14.92,20.37,22.26,,22.26,36.53,49.2,9.28,No,Yes,Male,Employee Referral,7.8,ERS,IoT,Product,Chennai,35,Declined
3861,2113861,2024-05-25,No,9,30,E3,15.63,19.8,22.44,,22.44,26.68,43.57,13.33,No,Yes,Male,Naukri,8.8,ERS,Embedded C,Service,Mumbai,30,Accepted
3862,2113862,2025-08-31,No,8,75,E3,17.46,25.18,29.06,32.23,32.23,44.22,66.44,15.41,No,Yes,Male,Employee Referral,6.8,INFRA,Windows Server,Service,Hyderabad,31,Declined
